Data;Estagio;Precipitacao;ET0;KC;CAD_Max;FatorF_Estresse;CAD_Estresse;FatorF_Otimizado;CAD_Otimizado
44900;Florada;0.60;2.60;1.10;75.00;0.50;37.50;0.25;56.25
44901;Florada;2.60;3.20;1.10;75.00;0.50;37.50;0.25;56.25
44902;Florada;61.00;2.80;1.10;75.00;0.50;37.50;0.25;56.25
44903;Florada;0.80;2.40;1.10;75.00;0.50;37.50;0.25;56.25
44904;Florada;0.00;5.40;1.10;75.00;0.50;37.50;0.25;56.25
44905;Florada;0.00;8.40;1.10;75.00;0.50;37.50;0.25;56.25
44906;Florada;0.00;5.10;1.10;75.00;0.50;37.50;0.25;56.25
44907;Florada;56.40;4.90;1.10;75.00;0.50;37.50;0.25;56.25
44908;Florada;22.40;3.30;1.10;75.00;0.50;37.50;0.25;56.25
44909;Florada;4.00;1.10;1.10;75.00;0.50;37.50;0.25;56.25
44910;Florada;1.20;3.60;1.10;75.00;0.50;37.50;0.25;56.25
44911;Florada;2.80;4.90;1.10;75.00;0.50;37.50;0.25;56.25
44912;Florada;0.80;5.10;1.10;75.00;0.50;37.50;0.25;56.25
44913;Florada;7.40;5.10;1.10;75.00;0.50;37.50;0.25;56.25
44914;Florada;9.20;4.70;1.10;75.00;0.50;37.50;0.25;56.25
44915;Florada;6.40;2.90;1.10;75.00;0.50;37.50;0.25;56.25
44916;Florada;6.00;3.10;1.10;75.00;0.50;37.50;0.25;56.25
44917;Florada;0.00;4.20;1.10;75.00;0.50;37.50;0.25;56.25
44918;Florada;0.20;5.60;1.10;75.00;0.50;37.50;0.25;56.25
44919;Florada;0.00;4.80;1.10;75.00;0.50;37.50;0.25;56.25
44920;Florada;9.80;5.60;1.10;75.00;0.50;37.50;0.25;56.25
44921;Florada;90.40;4.50;1.10;75.00;0.50;37.50;0.25;56.25
44922;Florada;20.60;1.60;1.10;75.00;0.50;37.50;0.25;56.25
44923;Florada;8.20;4.40;1.10;75.00;0.50;37.50;0.25;56.25
44924;Florada;18.40;2.70;1.10;75.00;0.50;37.50;0.25;56.25
44925;Florada;1.60;2.30;1.10;75.00;0.50;37.50;0.25;56.25
44926;Florada;6.20;1.80;1.10;75.00;0.50;37.50;0.25;56.25
45170;Florada;0.00;4.00;1.10;75.00;0.50;37.50;0.25;56.25
45171;Florada;0.00;6.30;1.10;75.00;0.50;37.50;0.25;56.25
45172;Florada;1.20;5.60;1.10;75.00;0.50;37.50;0.25;56.25
45173;Florada;0.20;4.80;1.10;75.00;0.50;37.50;0.25;56.25
45174;Florada;9.60;5.10;1.10;75.00;0.50;37.50;0.25;56.25
45175;Florada;0.00;1.70;1.10;75.00;0.50;37.50;0.25;56.25
45176;Florada;0.00;4.60;1.10;75.00;0.50;37.50;0.25;56.25
45177;Florada;0.00;6.40;1.10;75.00;0.50;37.50;0.25;56.25
45178;Florada;0.00;7.50;1.10;75.00;0.50;37.50;0.25;56.25
45179;Florada;0.00;6.10;1.10;75.00;0.50;37.50;0.25;56.25
45180;Florada;0.00;6.40;1.10;75.00;0.50;37.50;0.25;56.25
45181;Florada;0.00;7.80;1.10;75.00;0.50;37.50;0.25;56.25
45182;Florada;0.00;8.60;1.10;75.00;0.50;37.50;0.25;56.25
45183;Florada;1.40;7.00;1.10;75.00;0.50;37.50;0.25;56.25
45184;Florada;0.60;3.90;1.10;75.00;0.50;37.50;0.25;56.25
45185;Florada;0.00;5.30;1.10;75.00;0.50;37.50;0.25;56.25
45186;Florada;0.00;8.20;1.10;75.00;0.50;37.50;0.25;56.25
45187;Florada;0.00;7.50;1.10;75.00;0.50;37.50;0.25;56.25
45188;Florada;0.00;8.30;1.10;75.00;0.50;37.50;0.25;56.25
45189;Florada;0.00;8.50;1.10;75.00;0.50;37.50;0.25;56.25
45190;Florada;0.00;7.70;1.10;75.00;0.50;37.50;0.25;56.25
45191;Florada;0.00;8.50;1.10;75.00;0.50;37.50;0.25;56.25
45192;Florada;0.00;8.20;1.10;75.00;0.50;37.50;0.25;56.25
45193;Florada;0.00;7.50;1.10;75.00;0.50;37.50;0.25;56.25
45194;Florada;0.00;9.30;1.10;75.00;0.50;37.50;0.25;56.25
45195;Florada;0.00;8.90;1.10;75.00;0.50;37.50;0.25;56.25
45196;Florada;6.00;9.50;1.10;75.00;0.50;37.50;0.25;56.25
45197;Florada;0.00;6.40;1.10;75.00;0.50;37.50;0.25;56.25
45198;Florada;0.00;4.40;1.10;75.00;0.50;37.50;0.25;56.25
45199;Florada;0.00;5.90;1.10;75.00;0.50;37.50;0.25;56.25
45200;Florada;16.00;6.20;1.10;75.00;0.50;37.50;0.25;56.25
45201;Florada;32.00;3.00;1.10;75.00;0.50;37.50;0.25;56.25
45202;Florada;11.80;4.30;1.10;75.00;0.50;37.50;0.25;56.25
45203;Florada;0.00;5.50;1.10;75.00;0.50;37.50;0.25;56.25
45204;Florada;0.00;6.50;1.10;75.00;0.50;37.50;0.25;56.25
45205;Florada;0.20;6.10;1.10;75.00;0.50;37.50;0.25;56.25
45206;Florada;0.20;4.60;1.10;75.00;0.50;37.50;0.25;56.25
45207;Florada;13.40;4.80;1.10;75.00;0.50;37.50;0.25;56.25
45208;Florada;8.00;4.30;1.10;75.00;0.50;37.50;0.25;56.25
45209;Florada;0.00;3.20;1.10;75.00;0.50;37.50;0.25;56.25
45210;Florada;0.00;6.30;1.10;75.00;0.50;37.50;0.25;56.25
45211;Florada;7.80;5.90;1.10;75.00;0.50;37.50;0.25;56.25
45212;Florada;35.80;6.30;1.10;75.00;0.50;37.50;0.25;56.25
45213;Florada;5.20;1.20;1.10;75.00;0.50;37.50;0.25;56.25
45214;Florada;0.00;3.70;1.10;75.00;0.50;37.50;0.25;56.25
45215;Florada;0.00;5.70;1.10;75.00;0.50;37.50;0.25;56.25
45216;Florada;0.00;7.20;1.10;75.00;0.50;37.50;0.25;56.25
45217;Florada;0.00;6.10;1.10;75.00;0.50;37.50;0.25;56.25
45218;Florada;29.60;5.70;1.10;75.00;0.50;37.50;0.25;56.25
45219;Florada;3.80;5.10;1.10;75.00;0.50;37.50;0.25;56.25
45220;Florada;0.00;3.20;1.10;75.00;0.50;37.50;0.25;56.25
45221;Florada;0.00;5.30;1.10;75.00;0.50;37.50;0.25;56.25
45222;Florada;0.00;6.40;1.10;75.00;0.50;37.50;0.25;56.25
45223;Florada;0.00;8.60;1.10;75.00;0.50;37.50;0.25;56.25
45224;Florada;5.80;6.60;1.10;75.00;0.50;37.50;0.25;56.25
45225;Florada;4.60;4.50;1.10;75.00;0.50;37.50;0.25;56.25
45226;Florada;44.60;3.50;1.10;75.00;0.50;37.50;0.25;56.25
45227;Florada;19.00;4.30;1.10;75.00;0.50;37.50;0.25;56.25
45228;Florada;2.80;1.80;1.10;75.00;0.50;37.50;0.25;56.25
45229;Florada;0.00;4.90;1.10;75.00;0.50;37.50;0.25;56.25
45230;Florada;0.00;4.00;1.10;75.00;0.50;37.50;0.25;56.25
45231;Florada;0.20;5.10;1.10;75.00;0.50;37.50;0.25;56.25
45232;Florada;0.40;3.60;1.10;75.00;0.50;37.50;0.25;56.25
45233;Florada;17.20;5.20;1.10;75.00;0.50;37.50;0.25;56.25
45234;Florada;5.80;4.20;1.10;75.00;0.50;37.50;0.25;56.25
45235;Florada;0.40;0.70;1.10;75.00;0.50;37.50;0.25;56.25
45236;Florada;0.00;6.20;1.10;75.00;0.50;37.50;0.25;56.25
45237;Florada;0.00;8.00;1.10;75.00;0.50;37.50;0.25;56.25
45238;Florada;0.00;7.70;1.10;75.00;0.50;37.50;0.25;56.25
45239;Florada;0.00;8.10;1.10;75.00;0.50;37.50;0.25;56.25
45240;Florada;0.00;6.90;1.10;75.00;0.50;37.50;0.25;56.25
45241;Florada;0.00;8.00;1.10;75.00;0.50;37.50;0.25;56.25
45242;Florada;0.00;10.60;1.10;75.00;0.50;37.50;0.25;56.25
45243;Florada;0.00;9.50;1.10;75.00;0.50;37.50;0.25;56.25
45244;Florada;0.00;9.90;1.10;75.00;0.50;37.50;0.25;56.25
45245;Florada;13.00;8.50;1.10;75.00;0.50;37.50;0.25;56.25
45246;Florada;0.00;8.10;1.10;75.00;0.50;37.50;0.25;56.25
45247;Florada;0.00;8.80;1.10;75.00;0.50;37.50;0.25;56.25
45248;Florada;0.20;8.00;1.10;75.00;0.50;37.50;0.25;56.25
45249;Florada;0.40;6.80;1.10;75.00;0.50;37.50;0.25;56.25
45250;Florada;1.40;6.40;1.10;75.00;0.50;37.50;0.25;56.25
45251;Florada;4.00;4.80;1.10;75.00;0.50;37.50;0.25;56.25
45252;Florada;57.80;4.00;1.10;75.00;0.50;37.50;0.25;56.25
45253;Florada;0.00;3.20;1.10;75.00;0.50;37.50;0.25;56.25
45254;Florada;6.40;4.30;1.10;75.00;0.50;37.50;0.25;56.25
45255;Florada;0.20;4.10;1.10;75.00;0.50;37.50;0.25;56.25
45256;Florada;8.40;4.60;1.10;75.00;0.50;37.50;0.25;56.25
45257;Florada;0.20;4.80;1.10;75.00;0.50;37.50;0.25;56.25
45258;Florada;0.00;3.90;1.10;75.00;0.50;37.50;0.25;56.25
45259;Florada;42.00;4.50;1.10;75.00;0.50;37.50;0.25;56.25
45260;Florada;0.20;3.10;1.10;75.00;0.50;37.50;0.25;56.25
45261;Florada;4.60;5.20;1.10;75.00;0.50;37.50;0.25;56.25
45262;Florada;0.00;5.90;1.10;75.00;0.50;37.50;0.25;56.25
45263;Florada;0.00;5.40;1.10;75.00;0.50;37.50;0.25;56.25
45264;Florada;0.60;5.90;1.10;75.00;0.50;37.50;0.25;56.25
45265;Florada;0.60;4.60;1.10;75.00;0.50;37.50;0.25;56.25
45266;Florada;4.00;5.00;1.10;75.00;0.50;37.50;0.25;56.25
45267;Florada;0.60;5.40;1.10;75.00;0.50;37.50;0.25;56.25
45268;Florada;3.80;5.70;1.10;75.00;0.50;37.50;0.25;56.25
45269;Florada;3.80;5.10;1.10;75.00;0.50;37.50;0.25;56.25
45270;Florada;10.20;5.30;1.10;75.00;0.50;37.50;0.25;56.25
45271;Florada;15.00;4.80;1.10;75.00;0.50;37.50;0.25;56.25
45272;Florada;0.80;4.10;1.10;75.00;0.50;37.50;0.25;56.25
45273;Florada;0.00;4.70;1.10;75.00;0.50;37.50;0.25;56.25
45274;Florada;0.00;7.30;1.10;75.00;0.50;37.50;0.25;56.25
45275;Florada;0.00;6.90;1.10;75.00;0.50;37.50;0.25;56.25
45276;Florada;0.00;6.70;1.10;75.00;0.50;37.50;0.25;56.25
45277;Florada;0.00;7.70;1.10;75.00;0.50;37.50;0.25;56.25
45278;Florada;8.40;7.40;1.10;75.00;0.50;37.50;0.25;56.25
45279;Florada;0.00;4.50;1.10;75.00;0.50;37.50;0.25;56.25
45280;Florada;0.00;6.40;1.10;75.00;0.50;37.50;0.25;56.25
45281;Florada;0.00;5.30;1.10;75.00;0.50;37.50;0.25;56.25
45282;Florada;26.00;5.20;1.10;75.00;0.50;37.50;0.25;56.25
45283;Florada;43.60;4.20;1.10;75.00;0.50;37.50;0.25;56.25
45284;Florada;0.40;2.10;1.10;75.00;0.50;37.50;0.25;56.25
45285;Florada;1.00;4.50;1.10;75.00;0.50;37.50;0.25;56.25
45286;Florada;0.40;4.60;1.10;75.00;0.50;37.50;0.25;56.25
45287;Florada;0.00;4.90;1.10;75.00;0.50;37.50;0.25;56.25
45288;Florada;0.00;5.10;1.10;75.00;0.50;37.50;0.25;56.25
45289;Florada;0.00;6.60;1.10;75.00;0.50;37.50;0.25;56.25
45290;Florada;0.60;5.90;1.10;75.00;0.50;37.50;0.25;56.25
45291;Florada;20.60;3.80;1.10;75.00;0.50;37.50;0.25;56.25
45959;Florada;0.00;4.20;1.10;75.00;0.50;37.50;0.25;56.25
45960;Florada;0.00;3.10;1.10;75.00;0.50;37.50;0.25;56.25
45961;Florada;0.00;3.70;1.10;75.00;0.50;37.50;0.25;56.25
45962;Florada;1.40;3.90;1.10;75.00;0.50;37.50;0.25;56.25
45963;Florada;37.00;4.80;1.10;75.00;0.50;37.50;0.25;56.25
45964;Florada;11.40;2.00;1.10;75.00;0.50;37.50;0.25;56.25
45965;Florada;0.00;3.00;1.10;75.00;0.50;37.50;0.25;56.25
45966;Florada;0.00;4.70;1.10;75.00;0.50;37.50;0.25;56.25
45967;Florada;0.00;4.00;1.10;75.00;0.50;37.50;0.25;56.25
45968;Florada;0.00;5.70;1.10;75.00;0.50;37.50;0.25;56.25
45969;Florada;15.20;6.80;1.10;75.00;0.50;37.50;0.25;56.25
45970;Florada;2.00;3.00;1.10;75.00;0.50;37.50;0.25;56.25
45971;Florada;0.00;5.30;1.10;75.00;0.50;37.50;0.25;56.25
45972;Florada;0.00;6.00;1.10;75.00;0.50;37.50;0.25;56.25
45973;Florada;0.00;6.20;1.10;75.00;0.50;37.50;0.25;56.25
45974;Florada;0.00;7.40;1.10;75.00;0.50;37.50;0.25;56.25
45975;Florada;0.00;5.20;1.10;75.00;0.50;37.50;0.25;56.25
45976;Florada;16.20;5.80;1.10;75.00;0.50;37.50;0.25;56.25
45977;Florada;4.80;4.90;1.10;75.00;0.50;37.50;0.25;56.25
45978;Florada;8.60;4.20;1.10;75.00;0.50;37.50;0.25;56.25
45979;Florada;1.80;4.80;1.10;75.00;0.50;37.50;0.25;56.25
45980;Florada;0.00;3.80;1.10;75.00;0.50;37.50;0.25;56.25
45981;Florada;0.00;7.30;1.10;75.00;0.50;37.50;0.25;56.25
45982;Florada;0.00;7.30;1.10;75.00;0.50;37.50;0.25;56.25
45983;Florada;0.60;7.80;1.10;75.00;0.50;37.50;0.25;56.25
45984;Florada;38.40;4.90;1.10;75.00;0.50;37.50;0.25;56.25
45985;Florada;35.60;3.90;1.10;75.00;0.50;37.50;0.25;56.25
45986;Florada;0.20;2.60;1.10;75.00;0.50;37.50;0.25;56.25
45987;Florada;0.00;6.40;1.10;75.00;0.50;37.50;0.25;56.25
45988;Florada;0.00;7.20;1.10;75.00;0.50;37.50;0.25;56.25
45989;Florada;0.00;8.40;1.10;75.00;0.50;37.50;0.25;56.25
45990;Florada;0.00;7.50;1.10;75.00;0.50;37.50;0.25;56.25
45991;Florada;0.00;7.70;1.10;75.00;0.50;37.50;0.25;56.25
45992;Florada;0.60;8.50;1.10;75.00;0.50;37.50;0.25;56.25
45993;Florada;24.00;7.00;1.10;75.00;0.50;37.50;0.25;56.25
45994;Florada;28.20;4.90;1.10;75.00;0.50;37.50;0.25;56.25
45995;Florada;2.40;3.70;1.10;75.00;0.50;37.50;0.25;56.25
45996;Florada;0.20;5.80;1.10;75.00;0.50;37.50;0.25;56.25
45997;Florada;0.00;5.20;1.10;75.00;0.50;37.50;0.25;56.25
45998;Florada;0.00;5.90;1.10;75.00;0.50;37.50;0.25;56.25
45999;Florada;1.00;5.50;1.10;75.00;0.50;37.50;0.25;56.25
46000;Florada;23.20;3.40;1.10;75.00;0.50;37.50;0.25;56.25
46001;Florada;28.60;1.80;1.10;75.00;0.50;37.50;0.25;56.25
46002;Florada;0.00;1.40;1.10;75.00;0.50;37.50;0.25;56.25
46003;Florada;18.00;4.80;1.10;75.00;0.50;37.50;0.25;56.25
46004;Florada;34.80;3.90;1.10;75.00;0.50;37.50;0.25;56.25
46005;Florada;0.60;1.10;1.10;75.00;0.50;37.50;0.25;56.25
46006;Florada;10.20;2.80;1.10;75.00;0.50;37.50;0.25;56.25
46007;Florada;0.00;3.70;1.10;75.00;0.50;37.50;0.25;56.25
46008;Florada;13.20;2.80;1.10;75.00;0.50;37.50;0.25;56.25
46009;Florada;1.00;2.30;1.10;75.00;0.50;37.50;0.25;56.25
46010;Florada;59.60;2.90;1.10;75.00;0.50;37.50;0.25;56.25
46011;Florada;1.20;2.50;1.10;75.00;0.50;37.50;0.25;56.25
46012;Florada;0.00;2.30;1.10;75.00;0.50;37.50;0.25;56.25
46015;Florada;0.00;6.30;1.10;75.00;0.50;37.50;0.25;56.25
46016;Florada;4.40;6.30;1.10;75.00;0.50;37.50;0.25;56.25
46017;Florada;0.00;6.80;1.10;75.00;0.50;37.50;0.25;56.25
46018;Florada;10.60;6.60;1.10;75.00;0.50;37.50;0.25;56.25
46019;Florada;5.60;3.60;1.10;75.00;0.50;37.50;0.25;56.25
46020;Florada;13.20;4.80;1.10;75.00;0.50;37.50;0.25;56.25
46021;Florada;0.00;4.90;1.10;75.00;0.50;37.50;0.25;56.25
46022;Florada;5.40;5.60;1.10;75.00;0.50;37.50;0.25;56.25
43831;Formacao;0.00;3.60;0.60;30.00;0.50;15.00;0.30;21.00
43832;Formacao;15.80;4.20;0.60;30.00;0.50;15.00;0.30;21.00
43833;Formacao;86.40;1.80;0.60;30.00;0.50;15.00;0.30;21.00
43834;Formacao;25.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43835;Formacao;2.80;3.60;0.60;30.00;0.50;15.00;0.30;21.00
43836;Formacao;5.40;3.70;0.60;30.00;0.50;15.00;0.30;21.00
43837;Formacao;2.20;4.40;0.60;30.00;0.50;15.00;0.30;21.00
43838;Formacao;7.20;3.80;0.60;30.00;0.50;15.00;0.30;21.00
43839;Formacao;25.20;2.80;0.60;30.00;0.50;15.00;0.30;21.00
43840;Formacao;3.40;2.20;0.60;30.00;0.50;15.00;0.30;21.00
43841;Formacao;0.00;3.40;0.60;30.00;0.50;15.00;0.30;21.00
43842;Formacao;22.00;4.70;0.60;30.00;0.50;15.00;0.30;21.00
43843;Formacao;8.80;1.40;0.60;30.00;0.50;15.00;0.30;21.00
43844;Formacao;2.40;3.60;0.60;30.00;0.50;15.00;0.30;21.00
43845;Formacao;0.00;5.20;0.60;30.00;0.50;15.00;0.30;21.00
43846;Formacao;0.00;3.80;0.60;30.00;0.50;15.00;0.30;21.00
43847;Formacao;0.80;4.50;0.60;30.00;0.50;15.00;0.30;21.00
43848;Formacao;36.20;2.90;0.60;30.00;0.50;15.00;0.30;21.00
43849;Formacao;24.20;4.20;0.60;30.00;0.50;15.00;0.30;21.00
43850;Formacao;43.40;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43851;Formacao;17.80;1.40;0.60;30.00;0.50;15.00;0.30;21.00
43852;Formacao;18.80;3.00;0.60;30.00;0.50;15.00;0.30;21.00
43853;Formacao;17.20;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43854;Formacao;17.20;1.60;0.60;30.00;0.50;15.00;0.30;21.00
43855;Formacao;0.20;1.50;0.60;30.00;0.50;15.00;0.30;21.00
43856;Formacao;0.00;5.10;0.60;30.00;0.50;15.00;0.30;21.00
43857;Formacao;0.00;5.20;0.60;30.00;0.50;15.00;0.30;21.00
43858;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
43859;Formacao;27.60;4.80;0.60;30.00;0.50;15.00;0.30;21.00
43860;Formacao;7.00;2.90;0.60;30.00;0.50;15.00;0.30;21.00
43861;Formacao;0.20;3.80;0.60;30.00;0.50;15.00;0.30;21.00
43862;Formacao;0.20;3.40;0.60;30.00;0.50;15.00;0.30;21.00
43863;Formacao;0.00;3.00;0.60;30.00;0.50;15.00;0.30;21.00
43864;Formacao;3.20;4.10;0.60;30.00;0.50;15.00;0.30;21.00
43865;Formacao;10.20;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43866;Formacao;41.40;2.40;0.60;30.00;0.50;15.00;0.30;21.00
43867;Formacao;33.40;2.40;0.60;30.00;0.50;15.00;0.30;21.00
43868;Formacao;4.40;2.10;0.60;30.00;0.50;15.00;0.30;21.00
43869;Formacao;0.00;2.00;0.60;30.00;0.50;15.00;0.30;21.00
43870;Formacao;1.80;2.90;0.60;30.00;0.50;15.00;0.30;21.00
43871;Formacao;7.80;2.70;0.60;30.00;0.50;15.00;0.30;21.00
43872;Formacao;39.80;1.90;0.60;30.00;0.50;15.00;0.30;21.00
43873;Formacao;0.80;1.80;0.60;30.00;0.50;15.00;0.30;21.00
43874;Formacao;4.80;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43875;Formacao;0.00;2.70;0.60;30.00;0.50;15.00;0.30;21.00
43876;Formacao;0.00;4.50;0.60;30.00;0.50;15.00;0.30;21.00
43877;Formacao;4.40;4.60;0.60;30.00;0.50;15.00;0.30;21.00
43878;Formacao;28.40;4.60;0.60;30.00;0.50;15.00;0.30;21.00
43879;Formacao;10.20;2.50;0.60;30.00;0.50;15.00;0.30;21.00
43880;Formacao;3.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43881;Formacao;10.80;2.70;0.60;30.00;0.50;15.00;0.30;21.00
43882;Formacao;74.00;3.40;0.60;30.00;0.50;15.00;0.30;21.00
43883;Formacao;13.60;1.40;0.60;30.00;0.50;15.00;0.30;21.00
43884;Formacao;0.60;1.90;0.60;30.00;0.50;15.00;0.30;21.00
43885;Formacao;2.60;2.40;0.60;30.00;0.50;15.00;0.30;21.00
43886;Formacao;0.40;2.40;0.60;30.00;0.50;15.00;0.30;21.00
43887;Formacao;24.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
43888;Formacao;9.60;2.60;0.60;30.00;0.50;15.00;0.30;21.00
43889;Formacao;10.00;2.00;0.60;30.00;0.50;15.00;0.30;21.00
43890;Formacao;12.00;2.30;0.60;30.00;0.50;15.00;0.30;21.00
43891;Formacao;30.80;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43892;Formacao;0.00;1.90;0.60;30.00;0.50;15.00;0.30;21.00
43893;Formacao;0.00;2.40;0.60;30.00;0.50;15.00;0.30;21.00
43894;Formacao;0.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
43895;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
43896;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
43897;Formacao;0.00;4.30;0.60;30.00;0.50;15.00;0.30;21.00
43898;Formacao;1.00;4.30;0.60;30.00;0.50;15.00;0.30;21.00
43899;Formacao;0.40;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43900;Formacao;0.00;3.70;0.60;30.00;0.50;15.00;0.30;21.00
43901;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
43902;Formacao;0.00;4.40;0.60;30.00;0.50;15.00;0.30;21.00
43903;Formacao;0.00;4.50;0.60;30.00;0.50;15.00;0.30;21.00
43904;Formacao;0.00;4.50;0.60;30.00;0.50;15.00;0.30;21.00
43905;Formacao;0.00;4.20;0.60;30.00;0.50;15.00;0.30;21.00
43906;Formacao;16.60;3.80;0.60;30.00;0.50;15.00;0.30;21.00
43907;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43908;Formacao;0.20;3.90;0.60;30.00;0.50;15.00;0.30;21.00
43909;Formacao;0.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43910;Formacao;11.20;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43911;Formacao;11.60;2.60;0.60;30.00;0.50;15.00;0.30;21.00
43912;Formacao;2.20;2.00;0.60;30.00;0.50;15.00;0.30;21.00
43913;Formacao;0.20;1.40;0.60;30.00;0.50;15.00;0.30;21.00
43914;Formacao;0.00;4.10;0.60;30.00;0.50;15.00;0.30;21.00
43915;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
43916;Formacao;0.00;4.20;0.60;30.00;0.50;15.00;0.30;21.00
43917;Formacao;0.20;4.10;0.60;30.00;0.50;15.00;0.30;21.00
43918;Formacao;0.20;4.10;0.60;30.00;0.50;15.00;0.30;21.00
43919;Formacao;3.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43920;Formacao;7.00;1.50;0.60;30.00;0.50;15.00;0.30;21.00
43921;Formacao;0.00;2.50;0.60;30.00;0.50;15.00;0.30;21.00
43922;Formacao;0.00;3.70;0.60;30.00;0.50;15.00;0.30;21.00
43923;Formacao;0.00;3.60;0.60;30.00;0.50;15.00;0.30;21.00
43924;Formacao;7.40;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43925;Formacao;0.20;2.80;0.60;30.00;0.50;15.00;0.30;21.00
43926;Formacao;0.00;3.60;0.60;30.00;0.50;15.00;0.30;21.00
43927;Formacao;0.00;3.80;0.60;30.00;0.50;15.00;0.30;21.00
43928;Formacao;0.00;3.80;0.60;30.00;0.50;15.00;0.30;21.00
43929;Formacao;0.00;3.40;0.60;30.00;0.50;15.00;0.30;21.00
43930;Formacao;0.00;3.00;0.60;30.00;0.50;15.00;0.30;21.00
43931;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
43932;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
43933;Formacao;0.00;4.00;0.60;30.00;0.50;15.00;0.30;21.00
43934;Formacao;1.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43935;Formacao;16.80;2.80;0.60;30.00;0.50;15.00;0.30;21.00
43936;Formacao;0.20;1.70;0.60;30.00;0.50;15.00;0.30;21.00
43937;Formacao;0.00;2.60;0.60;30.00;0.50;15.00;0.30;21.00
43938;Formacao;0.00;2.10;0.60;30.00;0.50;15.00;0.30;21.00
43939;Formacao;0.00;3.60;0.60;30.00;0.50;15.00;0.30;21.00
43940;Formacao;0.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43941;Formacao;0.00;1.70;0.60;30.00;0.50;15.00;0.30;21.00
43942;Formacao;0.00;3.40;0.60;30.00;0.50;15.00;0.30;21.00
43943;Formacao;0.00;2.90;0.60;30.00;0.50;15.00;0.30;21.00
43944;Formacao;0.00;2.80;0.60;30.00;0.50;15.00;0.30;21.00
43945;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
43946;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
43947;Formacao;0.00;3.60;0.60;30.00;0.50;15.00;0.30;21.00
43948;Formacao;0.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
43949;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43950;Formacao;0.00;3.00;0.60;30.00;0.50;15.00;0.30;21.00
43951;Formacao;0.00;3.60;0.60;30.00;0.50;15.00;0.30;21.00
43952;Formacao;0.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
43953;Formacao;0.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
43954;Formacao;0.00;2.70;0.60;30.00;0.50;15.00;0.30;21.00
43955;Formacao;0.00;3.10;0.60;30.00;0.50;15.00;0.30;21.00
43956;Formacao;0.00;3.50;0.60;30.00;0.50;15.00;0.30;21.00
43957;Formacao;0.00;3.00;0.60;30.00;0.50;15.00;0.30;21.00
43958;Formacao;0.00;2.60;0.60;30.00;0.50;15.00;0.30;21.00
43959;Formacao;0.00;1.70;0.60;30.00;0.50;15.00;0.30;21.00
43960;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43961;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
43962;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
43963;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
43964;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43965;Formacao;0.20;2.40;0.60;30.00;0.50;15.00;0.30;21.00
43966;Formacao;0.00;1.10;0.60;30.00;0.50;15.00;0.30;21.00
43967;Formacao;0.00;1.90;0.60;30.00;0.50;15.00;0.30;21.00
43968;Formacao;0.00;2.60;0.60;30.00;0.50;15.00;0.30;21.00
43969;Formacao;0.00;3.20;0.60;30.00;0.50;15.00;0.30;21.00
43970;Formacao;0.00;3.30;0.60;30.00;0.50;15.00;0.30;21.00
43971;Formacao;0.00;2.90;0.60;30.00;0.50;15.00;0.30;21.00
43972;Formacao;0.00;2.80;0.60;30.00;0.50;15.00;0.30;21.00
